Партія,Номер територіального виборчого округу (в порядку зростання),Код статті,Дата платежу,Номер розрахункового документа,Отримувач (повна назва),Місцезнаходження отримувача,Код отримувача (ЄДРПОУ),Призначення платежу,Сума (грн),Тип бенефіціара,Розшифровка коду витрат
Радикальна партія Олега Ляшка,221,1220,2019-07-09,422,"ПП ""Редакція газети ""Вісник Демидівщини""","Рівненська обл., Демидівський р-н, смт Демидівка, пров. Новий, буд. 2",23308574,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №115 від 04.07.2019 без ПДВ,2720,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,424,"ТОВ ""Редакція газети ""Вісник Кореччини""","Рівненська обл., Корецький р-н, м. Корець, пл. Київська, буд. 5",36788904,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №100 від 05.07.2019 без пдв,4000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,425,"ТОВ ""Володимирецький вісник""","Рівненська обл., Володимирецький р-н, смт Володимирець, вул. Шкільна, буд. 19А",38184974,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №211 від 01.07.2019 без ПДВ,6000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,427,"ПП ""Редакція газети ""Гомін""","Рівненська обл., Млинівський р-н, смт Млинів, вул. Нестора Літописця, буд. 1",02474943,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №134 від 03.07.2019 без пдв,2400,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,428,"ПП ""Орлан""","Рівненська обл., м. Дубно, вул. Садова, буд. 25",31819372,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №75 від 02.07.2019 без пдв,2250,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,430,"ТОВ ""РГ""НАДСЛУЧАНС ЬКИЙ ВІСНИК""","Рівненська обл., Березнівський р-н, м. Березне, вул. КИЇВСЬКА, буд. 7",02474989,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №1/7 від 08.07.2019 без ПДВ,2264,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,432,"ТОВ ""Редакція Здолбунівської районної газети ""Нове життя""","Рівненська обл., Здолбунівський р-н, м. Здолбунів, вул. Лесі Українки, буд. 6",02474891,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №117 від 02.07.2019 без ПДВ,1360,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,434,"ПП ""Редакція газети ""Новини Костопільщини""","Рівненська обл., м. Костопіль, вул. Сарненська, буд. 24А",39382416,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №117 від 02.07.2019 без ПДВ,2000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,435,"ПП РГ ""НОВИНИ РОКИТНІВЩИНИ""","Рівненська обл., Рокитнівський р-н, смт Рокитне, вул. Незалежності, буд. 36",34132435,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №б/н від 08.07.2019 без ПДВ,3108,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,437,"ПП ""Газета ""Полісся""","Рівненська обл., Зарічненський р-н, смт Зарічне, вул. Центральна, буд. 59",30563142,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №75 від 01.07.2019 без пдв,4400,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,441,"ППФ ""Інститут політики""","м. Рівне, вул. Степана Бандери, буд. 1Б",32940357,"+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №125 від 04.07.2019 в т.ч.пдв20%1600,00",9600,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,442,"ППФ ""Інститут політики""","м. Рівне, вул. Степана Бандери, буд. 1Б",32940357,"+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №126 від 04.07.2019 в т.ч.ПДВ20%1333,33",8000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,349,"ТОВРГ""Присамарська нива""","Дніпропетровська обл., м. Новомосковськ, вул. ШЕВЧЕНКА, буд. 7",20295109,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №157 від 02.07.2019 без пдв,2400,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,383,"ТОВ РГ ""ШЕВЧЕНКІВ КРАЙ""","м. Звенигородка, просп. Шевченка, буд. 63, буд. рад",02475931,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №507 від 05.07.2019 без пдв,4000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,384,"ТОВ ""РГ""Уманська зоря""","м. Умань, вул. Шевченка, буд. 26А",02476020,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №874 від 05.07.2019 без пдв,2400,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,385,"ТОВ ""РГ""Вісник Золотоніщини""","Черкаська обл., м. Золотоноша, вул. САДОВИЙ ПРОЇЗД, буд. 5",21367130,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №175 від від 04.07.2019 без пдв,6000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,386,"ТОВ РГ ""ШПОЛЯНСЬКІ ВІСТІ""","Черкаська, м. Шпола, вул. Лозуватська, буд. 55",02475894,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №640 від 04.07.2019 без пдв,3000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,387,"ТОВ РГ""ЧИГИРИНСЬКІ ВІСТІ ""","Черкаська обл., м. Чигирин, вул. Грушевського, буд. 16",02475888,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №СФ-00112 від 09.07.2019 без ПДВ,4000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,388,"ПП ""Редакція газети ""Тальнівщина""","Черкаська обл., Тальнівський р-н, м. Тальне, вул. ГАГАРІНА, буд. 4",34522445,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №55 від 04.07.2019 без пдв,4000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,394,"ПП ""ОБРІЇ""","Черкаська обл., м. Сміла, вул. Перемоги, буд. 18",02476014,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №155 від 05.07.2019 без пдв,4000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,395,"ТОВ ""РГ ""Сільські обрії""","М. Черкаси, вул. Чорновола, буд. 157, кв. 333",02475842,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №184 від05.07.2019 без пдв,4000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,396,"ТОВ ""РГ""Понад Тікичем""","Черкаська обл., Лисянський р-н, смт Лисянка, ПЛОЩА МИРУ, буд. 27",30904189,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №769 від 03.09.2019 без пдв,2800,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,398,Лимаренко Т.О.,"м. Черкаси, бульв. Шевченка, буд. 266/1, оф. 202",,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №88 від 05.07.2019 без пдв,5600,ФОП,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,401,Чорнобаївське комун. Полігр.під-во,"Черкаська обл., Чорнобаївський р-н, смт Чорнобай, вул. ЛЕНІНА, буд. 211",02469340,"+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №468/1 від 09.07.2019 в т ч ПДВ-480,00",2880,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,402,"ПП ""Медіа-центр ""Надросся""","Черкаська обл., Корсунь-Шевченківський р-н, м. Корсунь-Шевченківський, вул. ГЕРОЇВ МАЙДАНУ, буд. 12",02475977,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №10/7 від 05.07.2019 без пдв,2400,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,405,"РГ""Катеринопільський вісник""","Черкаська обл., м. Катеринопіль, вул. Соборна, буд. 8",02475919,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №18 від 05.07.2019 без ПДВ,2800,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,409,"ТОВ ""Монастирищ. РРГ ""Зоря""","Черкаська обл., Монастирищенський р-н, м. Монастирище, вул. Жовтнева, буд. 6",02475820,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №82 від 05.07.2019 без пдв,3600,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,411,"ТОВ ""РГ""Жашківщина""","Черкаська обл., м. Жашків, вул. Соборна, буд. 597",02475925,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №576 від 05.07.2019 без пдв,2080,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,412,"ППРРГ""Вісник Городищини""","Черкаська обл., м. Городище, пл. Миру, 4",02475902,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №147 від 05.07.2019 без пдв,3200,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,415,"ПП РГ""ДРАБІВЩИНА""","Черкаська обл., Драбівський р-н, смт Драбів, вул. ЦЕНТРАЛЬНА, буд. 69",02475859,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №328 від 05.07.2019 без пдв,4000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,440,"ПП ""Редакція газети ""Дубровицький вісник""","Рівненська обл., Дубровицький р-н, м. Дубровиця, вул. Макарівська, буд. 5",21084403,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №11 від 02.07.2019 без ПДВ,6900,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,443,"РГ""Слово і час""","М. Рівне, вул. П. Могили, буд. 26Б",02474831,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №232 від 09.07.2019 без пдв,2800,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,444,"РГ ""ЗАМКОВА ГОРА""","Рівненська обл., м. Острог, вул. Героїв Майдану, буд. 7",30044487,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №33 від 05.07.2019 без пдв,3200,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,445,"ТОВ ""Видавнича група ""Ракурс""","м. Рівне, вул. Вʼячеслава Чорновола, буд. 14, оф. 16",36922025,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №51 від 04.07.2019 без ПДВ,6000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,446,"ПП ""Редакція газети ""Сарненські новини""","Рівненська обл., м. Сарни, вул. Г. Залоги, буд. 14",02474956,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №241 від 04.07.2019 без ПДВ,3840,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,447,"ТОВ ""Редакція газети ""Рідний край""","Рівненська обл., Гощанський р-н, смт Гоща, вул. Сагайдачного, буд. 16",02474848,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №180 від04.07.2019 без пдв,2800,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,450,"ТОВРед.Іваничівської РГ""КОЛОС""","Волинська обл., Іваничівський р-н, смт Іваничі, вул. Грушевського, буд. 33",02471732,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №102 від 02.07.2019 без.ПДВ,4300,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-09,451,"ТОВ ""ВТКОМПАНІЯ""РГ""ЭХО""/ВІ ДЛУННЯ/","м. Житомир, вул. Чуднівська, буд. 106В",13568663,"+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №454 від 01.07.2019в т.ч.пдв20%1333,33",8000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1211,2019-07-09,452,"КП ""ТК ""Прилуки""","Чернігівська обл., м. Прилуки, вул. Київська, буд. 192",22819278,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №91 від 03.07.2019 в т.ч.ПДВ20%-6492,00",38952,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-09,453,"КП ""ТРА ""Новий Чернігів"" Чернігівської міської ради","м. Чернігів, просп. Миру, буд. 38А",21397527,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №115 від 03.07.2019 в т.ч.ПДВ20%-15600,00",93600,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-09,454,"ТОВ ""Телерадіокомпанія ""ТІМ""","Чернігівська обл., м. Прилуки, вул. Юрія Коптєва, буд. 10, кв. 34",31525773,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №189 від 03.07.2019 в т.ч.ПДВ20%-5400,00",32400,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-09,455,"ТОВ ""ТРО ""Ліга""","м. Чернігів, просп. Миру, буд. 32",24834454,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №184 від 03.07.2019 в т.ч.ПДВ20%-14400,00",86400,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1211,2019-07-09,456,Філія ПАТ НСТУ Чернігівська регіональна дирекція,"м. Чернігів, просп. Перемоги, буд. 62",40020739,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №116 від 04.07.2019 в т.ч.ПДВ20%- 3024,00",18144,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1110,2019-07-09,457,"ТОВ ""Студія 69""","м. Київ, вул. Петра Сагайдачного, буд. 11",42366504,+;1110; виготовлення друкованих матеріалів передвиборної агітації зг. рахунка №126 від 04.07.2019 р.без ПДВ,22500,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Радикальна партія Олега Ляшка,221,1220,2019-07-09,458,"ТОВ ""Редакція газети ""Трибуна хлібороба""","Черкаська обо., м, Христинівка, вул. Соборна, буд. 26",02475865,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №149 від 08.07.2019 без ПДВ,2050,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-10,449,"ПП""РГ""НАШЕ МІСТО""","Волинська обл., м. Нововолинськ, просп. Дружби, буд. 27",20128222,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №85 від,3200,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1110,2019-07-10,460,Федченко Наталія Валеріївна,"м. Харків, вул. Чкалова, буд. 32А, кв. 32",,+;1110;виготовлення друкованих матеріалів передвиборної агітації зг. рах.№122 від 09.07.2019 без ПДВ,24000,ФОП,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Радикальна партія Олега Ляшка,221,1110,2019-07-10,461,Федченко Наталія Валеріївна,"м. Харків, вул. Чкалова, буд. 32А, кв. 32",,+;1110;виготовлення друкованих матеріалів передвиборної агітації зг. рах.№123 від 09.07.2019 без ПДВ,9600,ФОП,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Радикальна партія Олега Ляшка,221,1220,2019-07-10,462,"ПП ""РГ ""Перемога""","Житомирська обл., смт Попільня, вул. Богдана Хмельницького, буд. 7",02472565,+;1220;за публікацію агіт. матеріалів у друкованих засобах масової інформації згідно з рахунком №215 від 08.07.2019 без ПДВ,2800,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-10,469,"ТОВ ""МПКО ""ТАТА""","м. Запоріжжя, вул. Макаренка, буд. 13",39279401,"+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №280 від 03.07.2019 в т.ч.пдв20%1666,67",10000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-10,470,"ТОВ ""Газета ""МИГ""","м. Запоріжжя, просп. Соборний, буд. 152",14298776,"+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №256 від 04.07.2019 в т.ч.пдв20%2666,67",16000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-10,472,"ПП ""Редакція районної газети ""Наше життя"" Новомиколаївського району Запорізької області","Запорізька обл., Новомиколаївський р-н, смт Новомиколаївка, вул. Космічна, буд. 3",02472759,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №138 від 02.07.2019 без пдв,4000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-10,474,"ТОВ ""Редакція газети ""Новий день""","м. Мелітопіль, вул. Михайла Грушевського, буд. 21",02472803,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №СФ-0537 від02.07.2019 без пдв,2840,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-10,476,"ТОВ МЦ ""ГАЗЕТА ""ТАВРІЯ""","Запорізька обл., м. Токмак, вул. ДРУЖБИ, буд. 319",02472813,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №185 від10.07.2019 без пдв,4000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-10,478,"ТОВ ""РГ ""ЧЕРВОНИЙ ПРОМІНЬ","м. Запоріжжя, вул. Героїв 37 батальйону, буд. 32",05428234,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №151 від 09.07.2019 без пдв,4500,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-10,479,"ПП""Медіа-центр ""Слово трудівника""","Запорізька обл., Якимівський р-н, смт Якимівка, вул. МОЛОДИХ ПАТРІОТІВ, буд. 9",31016466,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №36 від 10.07.2019 без ПДВ,3200,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-10,463,"ПП ""РГ ""Перемога""","Луганська обл., Новопсковський р-н, смт Новопсков, вул. ПАРТИЗАНСЬКА, буд. 18",02476853,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №7 від 09.07.2019 без пдв,2200,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-10,464,"ПП ""РГ ""НАШЕ ПРИДНІСТРОВ'Я""","Вінницька обл., смт Муровані Курилівці, вул. Соборна, буд. 47",02471620,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №165 від 09.07.2019 без ПДВ,3200,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-10,465,"ТОВ ""РІДНЕ ПОЛЕ""","Львівська обл., М. Стрій, вул. Дубравського, буд. 10",42725203,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №130 від 08.07.2019 без пдв,4200,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-10,466,"ПП РРГР""ВІСТІ ТЕПЛИЧЧИНИ""","Вінницька обл., смт Теплик, вул. Незалежності, буд. 18",02471494,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №234 від 09.07.2019 без ПДВ,3200,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-10,467,"ТОВ ""ГАЗЕТА ""ГОЛОС ВІДРОДЖЕННЯ""","Львівська обл., м. Броди, вул. Юридика, буд. 17",02474038,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №155 від 08.07.2019 без ПДВ,2800,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-10,468,"ПП РГ""НОВА ДОБА""","Волинська обл., Маневицький р-н, смт Маневичі, вул. Незалежності, буд. 14",02471726,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №210 від 08.07.2019 без пдв,2900,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-10,471,"ПП РВК""РАТНІВЩИНА""","Волинська обл., Ратнівський р-н, смт Ратне, вул. Серпнева, буд. 5",02471666,"+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №265 від 03.07.2019 в т.ч.ПДВ20%800,00",4800,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-10,473,"ПП РГ ""СЕЛЯНСЬКЕ ЖИТТЯ""","Волинська обл., смт Локачі, вул. І. Франка, буд. 6",02471689,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №109 від 02.07.2019 без пдв,3200,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-10,475,"ПП ""РГ ""СЛОВО ПРАВДИ""","Волинська обл., м. Володимир-Волинський, вул. Драгоманова, буд. 18",02471761,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №451 від 03.07.2019 без пдв,3453,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-10,477,"ТОВРГ""Шацький край ""","Волинська обл., смт Шацьк, вул. Шкоровиди, буд. 30",20142771,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №48 від 03.07.2019 без пдв,2800,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-10,482,"ТОВ ""Редакція газети ""ПРОМІНЬ""","Житомирська оюбл., смт Лугини, вул. Кірова, буд. 13",02472520,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №51 від 10.07.2019 без ПДВ,2400,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-10,483,"Газета""Вісті Ужгородщини""","Закарпатська обл., м. Ужгород, вул. СОБРАНЕЦЬКА, буд. 84",02472660,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №48 від 02.07.2019 без пдв,3300,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-10,484,"ПП ""РГ""НОВИНИ ПРИБУЖЖЯ""","Львівська обл., м. Червоноград, вул. Будівельна, буд. 22",02474015,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №142 від 04.07.2019 без пдв,1600,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-10,485,"ТОВ РРГ ""ПРОМІНЬ""","Полтавська обл., смт Машівка, вул. Незалежності, буд. 91",02474653,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №316 від 10.07.2019 без пдв,2000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1211,2019-07-10,486,"КП ""ТРК ""Март""","м. Миколаїв, вул. Адміральська, буд. 31",32092696,"+;1211;Оплата ефірного часу на телебаченні згідно з рахунком №154 від 09.07.2019 у т.ч.ПДВ 20%3000,00",18000,юридична особа,оплата ефірного часу на телебаченні
Радикальна партія Олега Ляшка,221,1350,2019-07-10,487,Осика Олександр Вікторович,"м. Київ, пр-т Григоренка, 36, кв. 257",,+;1350;Розміщення друкованих агітаційних матеріалів чи політ.реклами на носіях зовнішньої реклами зг рах№106 від 26.06.2019 без пдв,5035,ФОП,"розміщення друкованих агітаційних матеріалів чи політичної реклами на носіях зовнішньої реклами (білбордах, вивісках, сітілайтах тощо)"
Радикальна партія Олега Ляшка,221,1120,2019-07-10,489,"КП ""ТРК ""Март""","м. Миколаїв, вул. Адміральська, буд. 31",32092696,"+;1120;Оплата за виготовлення відеозаписів згідно з рахунком №157 від 09.07.2019 у т.ч.ПДВ20%833,33",5000,юридична особа,виготовлення відеозаписів
Радикальна партія Олега Ляшка,221,1220,2019-07-10,490,Фіалко Є.Б.,"Донецька обл., м. Дружківка, вул. ВОСТОЧНА, буд. 123",,+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №28 від10.07.2019 без пдв,3200,ФОП,оплата друкованих площ у друкованих засобах масової інформації
Радикальна партія Олега Ляшка,221,1220,2019-07-10,491,"ПрАТ ""Газета ""Приазовський робочий""","Донецька обл., м. Маріуполь, пр. Мира, 19",02472200,"+;1220;за публікацію агітаційних матеріалів у друкованих засобах масової інформації згідно з рахунком №926 від 09. 07.2019 в т ч ПДВ (20%)620,00",3720,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
